Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Eclipse	R2	R2-048.png	3	X			Magic	Dark A									This card is removed after use. The value of attack power "X" is half of the number of chips on the attack target (rounded down). However, damage dealt by an attack or counterattack using this magic cannot reduce the number of chips to 1 or less.			
Chipped Blade	R2	R2-049.png	2				Item										This item can only be attached to an enemy unit that possesses [Sword], [Lance], or [Axe] weapon level. The special effect of the initial equipment of units equipped with this item is negated, and the damage is reduced by -2 when attacking or counterattacking with initial equipment. The player who controls the unit equipped with this item can remove this item during the Item Step by discarding 1 weapon card from hand.			
Snapped Arrow	R2	R2-050.png	2				Item										This item can only be attached to an enemy unit that possesses [Bow] or [Ballista] weapon level. The special effect of the initial equipment of units equipped with this item is negated, and the damage from the weapon triangle is reduced to 0. The player who controls the unit equipped with this item can remove this item during the Item Step by discarding 1 weapon card from hand.			
Degenerating Magic	R2	R2-051.png	2				Item										This item can only be attached to an enemy unit that possesses [Fire], [Thunder], [Wind], [Anima], [Light], [Dark], or [Staff] weapon level. The special effect of the initial equipment of units equipped with this item is negated, and using initial equipment costs an additional 2 energy chips. The player who controls the unit equipped with this item can remove this item during the Item Step by discarding 1 magic card from hand.			
Red Gem	R2	R2-052.png	2				Item										1. When this card is removed from a unit, you may send it outside the country to take 1 card from the top or bottom of your outside the battlefield and place it at the bottom of your deck. 2. When spending unused chips, you can send this card from your hand to outside the battlefield as a replacement for "up to 3 unused chips".			
Protection of [Anima] (Affinity)	R2	R2-053.png	3				Surprise									Your turn's National Power Phase	This card is placed to the side of the field. Target all units with the [Anima] affinity. While this card is in play, the following effects apply. Target units with a weapon level increase all their equipment levels by 1 (maximum: S). When target unit deals damage using something other than initial equipment, you may place 1 used chip on it as an energy chip during the Processing Step.			
Protection of [Thunder] (Affinity)	R2	R2-054.png	3				Surprise									Your turn's National Power Phase	This card is placed to the side of the field. Target all units with the [Thunder] affinity. While this card is in play, the following effects apply. If a target unit possessing weapon levels in [Sword], [Lance], [Axe], or [Bow] receives damage from a counterattack, move 1 of the opponent's unused chips to their used chip pile during the Processing Step. When another target unit receives damage from an attack, move 1 of the opponent's unused chips to their used chip pile during the Processing Step.			
Support of [Anima] Affinity	R2	R2-055.png	3				Surprise									Anytime during your Invasion Phase	Target 1 unit of your army or 1 enemy unit. Return 1 attached card (weapon, magic, or item) from that unit to the hand of the player who attached it. If the target unit of your army has the [Anima] affinity, after returning any number of cards to the hand, you may attach 1 weapon, magic, or item card from your hand or outside the battlefield to it without paying its cost.			
Support of [Thunder] (Affinity)	R2	R2-056.png	3				Surprise									When the target of an opponent's attack is declared	Target 1 unit of your army who has been declared as the attack target. Unless the opposing player spends 2 unused chips, the attack declaration against the target is negated. The enemy unit that made the declaration must declare an attack against a different unit if possible. If there are no units available to attack, it is placed in a standby state. If the target unit has the [Thunder] affinity, this effect lasts until the end of the turn.			
Filla's Might (Affinity)	R2	R2-057.png	3				Surprise									Anytime	Target 1 unit of your army with an affinity. Until the end of the turn, if the target unit attacks or counterattacks, the damage dealt is increased by +1. When using this card, you may place it on top of your deck instead of sending it outside the battlefield by paying 1 card from the deck or 1 card from outside the battlefield. Cards with this name can only be used once per turn.			
Nini's Grace (Affinity)	R2	R2-058.png	3				Surprise									Anytime	Target 1 unit of your army with an affinity. Until the end of the turn, the damage target unit receives from an attack or counterattack is reduced by -1. When using this card, you may place it on top of your deck instead of sending it outside the battlefield by paying 1 card from the deck or 1 card from outside the battlefield. Cards with this name can only be used once per turn.			
Luna (skill) .	R2	R2-059.png	2				Surprise									At the beginning of the target unit's Action Step	You can target 1 unit of your army that has the skill "Luna". The target unit consumes X energy chips and enters the standby state. 1 enemy unit adjacent to the target unit is dealt X damage. X is equal to the attack of the selected equipment to the target of your choice. If Galzus uses this skill, the chip cost is reduced by -1.			
Vantage (skill) .	R2	R2-060.png	2				Surprise									When the target of an opponent's attack is declared	You can target 1 unit of your army that has the skill "Vantage". If the target unit is declared as the target of an attack, it can counterattack before receiving the enemy attack. As a damage modifier, increase the damage dealt by this counterattack by +2. Afterwards, even if you are attacked by your opponent, you cannot counterattack. If Machyua uses this skill, the chip cost is reduced by -1.			
Energy Ring	R2	R2-061.png	2				Surprise									Anytime	Target 1 unit of your army equipped with a [Sword], [Lance], [Axe], [Bow], or [Ballista]. Until the end of the turn, deal +1 damage.			
Speedwing	R2	R2-062.png	3				Surprise									Anytime during your Invasion Phase	Target 1 unit of your army. Until the end of the turn, the target unit gains [Re-flight]. [Re-flight]: After an action, the unit can move again.			
Elixir	R2	R2-063.png	3				Surprise									Anytime during your Unit Step	Target 1 unit of your army. Instead of sortieing a unit, place energy chips from either the used or unused chip piles onto the target unit up to its maximum energy, and cure the target unit of status ailments (Sleep, Silence, Poison).			
Recover from a Hopeless Situation	R2	R2-064.png	3				Surprise									When the target of an opponent's attack is declared	Target 1 Infantry/Direct Attack unit of your army. If the target unit is damaged by an attack from a non-adjacent enemy, it immediately moves 1 square. After moving, you may declare a counterattack if possible.			
National Power Restoration .	R2	R2-065.png	2				Surprise									Anytime	Move up to 5 chips from your used chip pile to your unused chip pile.			
Repair Workshop .	R2	R2-066.png	2				Surprise									Anytime	Select 1 weapon, magic, or item card from outside the battlefield (card discard area), and add it to your hand.			
Leg Ring .	R2	R2-067.png	2				Surprise									Anytime during your Invasion Phase	Target 1 unit of your army. Until the end of the turn, the target unit's movement range becomes the adjacent squares (front, back, left, right) and the diagonal squares (front-left, front-right, back-left, back-right).			
Broken Ring .	R2	R2-068.png	2				Surprise									Anytime	Negate the effect of a surprise card which your opponent just used with "Ring" or "Bracelet" in its name other than "Broken Ring".			
Weapon Destruction .	R2	R2-069.png	2				Surprise									Anytime during your Item Step	You can target 1 enemy unit. Remove the weapon card attached to the target unit.			
Magic Disappearance .	R2	R2-070.png	2				Surprise									Anytime during your Item Step	You can target 1 enemy unit. Remove the magic card attached to the target unit.			
Item Loss .	R2	R2-071.png	2				Surprise									Anytime during your Item Step	You can target 1 enemy unit. Remove the item card attached to the target unit.			
Breakable Wall	R2	R2-072.png	1				Land										No units can invade this land. When placing this land, you may place any number of unused chips on it. When there are no chips remaining, remove this card. Instead of acting, an adjacent unit may enter the standby state to consume energy chips equal to its base attack and remove the same number of chips from this land. The player who placed this land may place up to 3 unused chips on it at anytime during their Item Step.			
Hector (Lv10)	R3	R3-001.png	8	4	2	Great Lord	Male/Axe/Direct/Infantry	Sword C / Axe S	Silver Axe	2		Child: Lilina / Support: Nils	[Thunder]		[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Iron Wall] (Hand 2): Reduce damage taken by weapon attacks or counterattacks by -2.			March of Ostia	Hector	
Erk (Lv10)	R3	R3-002.png	5	2	1	Mage	Male/Anima/Magic/Infantry	Anima B	Bolting / Energy Ring: Deals +1 Damage			Support: Pent, Louise	[Thunder]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Kingdom of Etruria	Erk	
Serra (Lv10)	R3	R3-003.png	6	3		Cleric	Female/Staff/Recovery/Infantry	Staff C	Physic Staff / Boots			Support: Florina	[Thunder]		[Support]: You can use used chips to support during the support step. Grants +1 support chip.			March of Ostia	Serra	
Wallace (Lv10)	R3	R3-004.png	8	4	2	General	Male/Lance/Direct/Infantry	Lance A / Axe B	Silver Lance			Support: Renault	[Thunder]		[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Iron Wall] (Hand 2): Reduce damage taken by weapon attacks or counterattacks by -2.			March of Caelin	Wallece	
Geitz (Lv10)	R3	R3-005.png	7	3	2	Warrior	Male/Bow/Indirect/Infantry	Axe B / Bow B	Steel Bow			Brother: Geese	[Thunder]		[Snipe] (Energy 2): An enemy damaged by this attack must spend 1 energy chip to move during its next turn.			Belger Company	Gaitz	
Heath (Lv10)	R3	R3-006.png	7	3	1	Wyvern Knight	Male/Lance/Direct/Flying	Lance B	Steel Lance			Support: Vaida	[Thunder]		[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Bern	Heath	
Jasmine (Lv10)	R3	R3-007.png	7	2	2	Warrior	Male/Axe/Direct/Infantry	Axe A / Bow C	Swordslayer: Damage received from [Lance] is increased by +2. Negate the weapon triangle disadvantage from [Sword]. [Effective Attack]: +2 damage vs. Infantry-type units with [Sword] initial equipment			Support: Paul	[Thunder]		[Crush] (Deck 2): Remove all cards attached to enemy units damaged by this attack or counterattack.				Jasmine	
Linus (Lv10)	R3	R3-008.png	7	2	2	Hero	Male/Sword/Indirect/Infantry	Sword S / Axe A	Runesword: Recover energy chips from your used chips equal to the damage dealt. [Ranged Attack] [1 Energy]: Can perform indirect attacks.	1		Father: Brendan / Brother: Lloyd	[Thunder]		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times.			Black Fang	Linus	
Nils (Lv10)	R3	R3-009.png	3			Bard	Male/Special/Infantry					Sister: Ninian / Support: Hector	[Ice]		[Destined Child] (Energy 2): Can be used when an opponent draws cards to their hand. Your opponent reveals all drawn cards. [Play] (Energy 1): Instead of acting, put an adjacent unit actionable state. Cannot be used after moving.				Nils	
Raven (Lv10)	R3	R3-010.png	6	3	1	Mercenary	Male/Sword/Direct/Infantry	Sword B	Lancereaver: Damage received from [Axe] is increased by +2. Negate the weapon triangle disadvantage from [Lance]. / Dragonshield: Weapon damage received -1			Sister: Priscilla / Support: Lucius	[Ice]		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times.			Marquess Cornwell Family	Leyvan	
Echidna (Lv10)	R3	R3-011.png	7	3	2	Hero	Female/Axe/Direct/Infantry	Sword B / Sword A	Hammer: Enemy units cannot use [Iron Wall]. [Effective Attack]: +2 vs. Armors	1		Support: Larum	[Ice]		[Crush] (Deck 2): Remove all cards attached to enemy units damaged by this attack or counterattack.			Western Isles	Ekhidna	
Raigh (Lv10)	R3	R3-012.png	5	2	1	Shaman	Male/Dark/Magic/Infantry	Dark B	Nosferatu: 1 used chip can be resupplied on this unit in the Processing Step.			Brother: Lugh / Support: Chad	[Ice]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.				Lleu	
Legault (Lv10)	R3	R3-013.png	4	2	1	Thief	Male/Sword/Direct/Infantry	Sword C	Iron Sword			Support: Lloyd, Linus	[Ice]		[Procure] (Energy 2): Instead of acting, you may place the top non-Unit card from outside the battlefield on top of your Deck.			Black Fang	Lagarto	
Pent (Lv10)	R3	R3-014.png	7	3	2	Sage	Male/Anima/Magic/Infantry	Anima A / Staff B	Elfire	2		Child: Klein, Clarine / Support: Louise	[Ice]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Kingdom of Etruria	Pant	
Louise (Lv10)	R3	R3-015.png	6	3	2	Sniper	Female/Bow/Indirect/Infantry	Bow A	Killer Bow [Sharp Strike] (Hand 2): +2 weapon triangle			Child: Klein, Clarine / Support: Pent	[Light]		[Snipe] (Energy 2): An enemy damaged by this attack must spend 1 energy chip to move during its next turn.			Kingdom of Etruria	Luise	
Lucius (Lv10)	R3	R3-016.png	5	3	1	Monk	Male/Light/Magic/Infantry	Light A	Lighting / Secret Book			Support: Raven	[Light]		[Afterimage] (Energy X-1): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Marquess Cornwell Family	Ruthea	
Florina (Lv10)	R3	R3-017.png	6	1	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance B	Slim Lance: The cost of attacking is reduced by -1. / Speedwing			Sister: Fiora, Farina / Support: Serra	[Light]		[Re-flight]: After an action, the unit can move again.			Knights Union of Ilia	Flolin	
Dart (Lv10)	R3	R3-018.png	6	2	1	Pirate	Male/Axe/Indirect/Infantry	Axe B	Hand Axe: Can perform indirect attacks with initial equipment / Energy Ring: Deals +1 Damage			Support: Geitz	[Fire]		This unit can invade the land "Ocean" / [Land Destruction] (1 Energy): Remove the land card this unit is moved to.			Davros Pirates	Darts	
Marcus (Lv10)	R3	R3-019.png	7	4	2	Paladin	Male/Lance/Direct/Cavalry	Sword B / Lance A / Axe C	Silver Lance			Support: Eliwood, Roy	[Ice]		[Re-movement] (Energy 1): After an action, the unit can move again.			March of Pherae	Marcus	
Wolt (Lv10)	R3	R3-020.png	4	1	1	Archer	Male/Bow/Indirect/Infantry	Bow B	Brave Bow: Attacks twice in a row.			Mother: Rebecca / Support: Roy	[Ice]		[Snipe] (Energy 2): An enemy damaged by this attack must spend 1 energy chip to move during its next turn.			March of Pherae	Wolt	
Saul (Lv10)	R3	R3-021.png	6	3		Priest	Male/Staff/Recovery/Infantry	Staff B	Physic Staff			Support: Yoder	[Ice]		[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Kingdom of Etruria	Saul	
Barth (Lv10)	R3	R3-022.png	8	3	1	Armor Knight	Male/Lance/Direct/Infantry	Lance B	Steel Lance			Support: Lilina	[Ice]		[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Iron Wall] (Hand 2): Reduce damage taken by weapon attacks or counterattacks by -2.			March of Ostia	Bath	
